OBJECTNUMMER;Initiatiefnemer;Activiteit;Sector;Jaar;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
396;"Doggiedog";"hondencrèche";"Kantoor, bedrijf en winkel";2015;"POINT(4.960933,52.3703925)";"POINT(52.3703925,4.960933)";4.960933;52.3703925;
397;"EXKi Restaurant";"Gezonde maaltijden";"Kantoor, bedrijf en winkel";2015;"POINT(4.899543,52.3800513)";"POINT(52.3800513,4.899543)";4.899543;52.3800513;
398;"Kinder Oefentherapie Stegeman";"Oefentherapie voor kinderen";"Maatschappelijk";2015;"POINT(4.9006689,52.3530966)";"POINT(52.3530966,4.9006689)";4.9006689;52.3530966;
399;"Kinderdagverblijf Imane";"Kinderopvang";"Kantoor, bedrijf en winkel";2015;"POINT(4.8028219,52.3571555)";"POINT(52.3571555,4.8028219)";4.8028219;52.3571555;
400;"3D Print Canal House";"Innovatie, design, educatie ";"Kantoor, bedrijf en winkel";2015;"POINT(4.9025571,52.3931281)";"POINT(52.3931281,4.9025571)";4.9025571;52.3931281;
401;"Carola Memorial, art for cancer cure";"kunstexpositie";"Cultuur";2015;"POINT(4.9315998,52.3861624)";"POINT(52.3861624,4.9315998)";4.9315998;52.3861624;
402;"Stichting Stille Armoede";"Distribueren kerstpakketten";"Kantoor, bedrijf en winkel";2015;"POINT(4.8611662,52.3807074)";"POINT(52.3807074,4.8611662)";4.8611662;52.3807074;
403;"Stichting Universiteit van Nederland";"Online colleges";"Kantoor, bedrijf en winkel";2015;"POINT(4.886925,52.3736197)";"POINT(52.3736197,4.886925)";4.886925;52.3736197;
404;"Stroopwafel Heaven";"Delicatessenwinkel";"Detailhandel";2015;"POINT(4.8999612,52.3785979)";"POINT(52.3785979,4.8999612)";4.8999612;52.3785979;
405;"Mister Saté (Satay)";"Afhalen of laten bezorgen van Indonesische schotels";"Horeca";2015;"POINT(4.9008729,52.3746039)";"POINT(52.3746039,4.9008729)";4.9008729;52.3746039;
406;"Mister Saté (Satay)";"Afhalen of laten bezorgen van Indonesische maaltijden";"Horeca";2015;"POINT(4.9008729,52.3746611)";"POINT(52.3746611,4.9008729)";4.9008729;52.3746611;
407;"Janneke de Ruiter";"Kostuumontwerp";"Kantoor, bedrijf en winkel";2015;"POINT(4.9128458,52.3371092)";"POINT(52.3371092,4.9128458)";4.9128458;52.3371092;
410;"Rode Ibis (Raeger) locatie West";"Autismecentrum";"Onderwijs";2015;"POINT(4.8127139,52.3726164)";"POINT(52.3726164,4.8127139)";4.8127139;52.3726164;
411;"Omega (Raeger) locatie IJburg";"Autismecentrum";"Onderwijs";2015;"POINT(5.0077212,52.3485419)";"POINT(52.3485419,5.0077212)";5.0077212;52.3485419;
412;"Boon & Booy";"Geluidsstudio voor cinema en tv";"Kantoor, bedrijf en winkel";2015;"POINT(4.9027932,52.3939597)";"POINT(52.3939597,4.9027932)";4.9027932;52.3939597;
413;"Hanneke Geurts ";"Kostuumontwerpster";"Kantoor, bedrijf en winkel";2015;"POINT(4.8534729,52.3932463)";"POINT(52.3932463,4.8534729)";4.8534729;52.3932463;
414;"Bureau Monumenten & Archeologie";"Opslag van de gemeentelijke archeologiecollectie";"Kantoor, bedrijf en winkel";2015;"POINT(4.9194772,52.3721358)";"POINT(52.3721358,4.9194772)";4.9194772;52.3721358;
415;"Glamour Fashion Vintage Event";"Mode evenement";"Kantoor, bedrijf en winkel";2016;"POINT(4.9204481,52.3829428)";"POINT(52.3829428,4.9204481)";4.9204481;52.3829428;
416;"Grachtenfestival voorstelling 2015";"Grachtenfestival ";"Kantoor, bedrijf en winkel";2015;"POINT(4.926214,52.371453)";"POINT(52.371453,4.926214)";4.926214;52.371453;
417;"Ground Support Productions";"Geluidsstudio&#039;s en internetmediabedrijven";"Kantoor, bedrijf en winkel";2015;"POINT(4.7519462,52.2691237)";"POINT(52.2691237,4.7519462)";4.7519462;52.2691237;
418;"Kinderdagverblijf Het Kleine Huis";"Kinderopvang";"Kantoor, bedrijf en winkel";2015;"POINT(4.8636439,52.3476416)";"POINT(52.3476416,4.8636439)";4.8636439;52.3476416;
419;"Kunstuitleen SBK";"Kunstuitleen";"Kantoor, bedrijf en winkel";2015;"POINT(4.8750589,52.3567969)";"POINT(52.3567969,4.8750589)";4.8750589;52.3567969;
420;"Stichting Festival 5D";"Festival en workshops voor mensen/kinderen met en zonder zichtbare handicap";"Kantoor, bedrijf en winkel";2015;"POINT(4.8618739,52.3628432)";"POINT(52.3628432,4.8618739)";4.8618739;52.3628432;
421;"Yada Yada Market";"Overdekte markthal ";"Kantoor, bedrijf en winkel";2015;"POINT(4.8327181,52.4211623)";"POINT(52.4211623,4.8327181)";4.8327181;52.4211623;
422;"Chabad Centre Amsterdam";"Joods gemeenschapshuis";"Religie";2015;"POINT(4.88538,52.3653685)";"POINT(52.3653685,4.88538)";4.88538;52.3653685;
423;"BAUTZUID";"Restaurant";"Kantoor, bedrijf en winkel";2015;"POINT(4.8565738,52.3434264)";"POINT(52.3434264,4.8565738)";4.8565738;52.3434264;
424;"BiciCare";"Fietsreparaties op locatie";"Kantoor, bedrijf en winkel";2015;"POINT(4.8632471,52.3716704)";"POINT(52.3716704,4.8632471)";4.8632471;52.3716704;
425;"Peruvian Cuisine";"Kookstudio en catering";"Horeca";2015;"POINT(4.872678,52.3668677)";"POINT(52.3668677,4.872678)";4.872678;52.3668677;
426;"Stichting Kinder- en Jongerenrechtswinkel";"Kinderrechtshulp";"Kantoor, bedrijf en winkel";2015;"POINT(4.8583548,52.3637473)";"POINT(52.3637473,4.8583548)";4.8583548;52.3637473;
427;"Owlin";"Actionable intelligence from social media, newswires and tweets";"Kantoor, bedrijf en winkel";2015;"POINT(4.8941891,52.3578002)";"POINT(52.3578002,4.8941891)";4.8941891;52.3578002;
428;"Nederlandse Flippervereniging";"clubhuis";"Leisure in- en outdoor";2015;"POINT(5.5719621,52.0090376)";"POINT(52.0090376,5.5719621)";5.5719621;52.0090376;
429;"C4CVintage";"pop-up vintage winkel";"Detailhandel";2015;"POINT(4.9044239,52.3524634)";"POINT(52.3524634,4.9044239)";4.9044239;52.3524634;
430;"The App Academy ";"klaslokalen";"Onderwijs";2015;"POINT(4.8364141,52.3512808)";"POINT(52.3512808,4.8364141)";4.8364141;52.3512808;
431;"De Bewustzijnschool";"Mindfulness, yoga en meditatie";"Maatschappelijk";2014;"POINT(4.8965061,52.3507811)";"POINT(52.3507811,4.8965061)";4.8965061;52.3507811;
432;"De Bewustzijnschool";"Mindfulness, yoga, meditatie";"Maatschappelijk";2015;"POINT(4.8966238,52.3508269)";"POINT(52.3508269,4.8966238)";4.8966238;52.3508269;
433;"The River Amsterdam";"Christelijke organisatie werkzaam in buurtwerk en jeugdwerk";"Maatschappelijk";2015;"POINT(4.996649,52.3564612)";"POINT(52.3564612,4.996649)";4.996649;52.3564612;
434;"Stad & Vat";"Opslag whisky vaten";"Kantoor, bedrijf en winkel";2015;"POINT(4.868171,52.3940856)";"POINT(52.3940856,4.868171)";4.868171;52.3940856;
437;"Tony&#039;s factory";"Fair trade chocolade";"Kantoor, bedrijf en winkel";2011;"POINT(4.8728282,52.3859679)";"POINT(52.3859679,4.8728282)";4.8728282;52.3859679;
439;"Aloëlí";"Verwerking Aloë vera planten";"Kantoor, bedrijf en winkel";2015;"POINT(4.8697808,52.3968474)";"POINT(52.3968474,4.8697808)";4.8697808;52.3968474;
441;"Wunderbaum";"Theatervoorstelling The New Forest";"Cultuur";2015;"POINT(4.3171379,52.0762679)";"POINT(52.0762679,4.3171379)";4.3171379;52.0762679;
442;"Stewart & Sally ";"Foodtruck";"Horeca";2015;"POINT(4.866895,52.3350302)";"POINT(52.3350302,4.866895)";4.866895;52.3350302;
443;"Actie Stille Armoede";"Ondersteuning kwetsbaren";"Kantoor, bedrijf en winkel";2015;"POINT(4.8613689,52.3807723)";"POINT(52.3807723,4.8613689)";4.8613689;52.3807723;
444;"Blikopeners";"Jongeren en kunst";"Kantoor, bedrijf en winkel";2015;"POINT(4.9227488,52.4111754)";"POINT(52.4111754,4.9227488)";4.9227488;52.4111754;
446;"MOCCA";"cultuureducatie";"Kantoor, bedrijf en winkel";2015;"POINT(4.858537,52.3635146)";"POINT(52.3635146,4.858537)";4.858537;52.3635146;
447;"Oode";"ontwerpbureau";"Kantoor, bedrijf en winkel";2015;"POINT(4.889972,52.374642)";"POINT(52.374642,4.889972)";4.889972;52.374642;
448;"Space & Matter";"Architectenbureau";"Kantoor, bedrijf en winkel";2015;"POINT(4.8799088,52.3670584)";"POINT(52.3670584,4.8799088)";4.8799088;52.3670584;
449;"Kaader";"Stichting New Song";"Religie";2015;"POINT(4.8948429,52.3377692)";"POINT(52.3377692,4.8948429)";4.8948429;52.3377692;
450;"Stichting Veteranen Amsterdam";"Ontmoetingscentrum voor veteranen";"Maatschappelijk";2015;"POINT(4.9148629,52.3960768)";"POINT(52.3960768,4.9148629)";4.9148629;52.3960768;
451;"PolyLester";"Creatieve ontwerpstudio";"Kantoor, bedrijf en winkel";2015;"POINT(4.83267,52.3507353)";"POINT(52.3507353,4.83267)";4.83267;52.3507353;
452;"Racefietsblog";"Wielerblog";"Kantoor, bedrijf en winkel";2015;"POINT(5.022495,52.3107268)";"POINT(52.3107268,5.022495)";5.022495;52.3107268;
454;"Mickkeus Jeans Atelier";"Op maat maken van gebruikte jeans";"Kantoor, bedrijf en winkel";2015;"POINT(4.9053152,52.3707511)";"POINT(52.3707511,4.9053152)";4.9053152;52.3707511;
455;"Access to Seeds Index";"Overbruggen kloof tussen de zaadindustrie en kleinschalige landbouwer";"Kantoor, bedrijf en winkel";2016;"POINT(4.9202712,52.3628584)";"POINT(52.3628584,4.9202712)";4.9202712;52.3628584;
456;"Makerversity";"innovatieve werkplaats met nadruk op kennisuitwisseling";"Kantoor, bedrijf en winkel";2016;"POINT(4.914541,52.3738562)";"POINT(52.3738562,4.914541)";4.914541;52.3738562;
457;"Fit Twenty Six ";"Pop-up gym ";"Sport";2016;"POINT(4.9013021,52.3781211)";"POINT(52.3781211,4.9013021)";4.9013021;52.3781211;
458;"StudeerSnel";"Online leerplatform";"Kantoor, bedrijf en winkel";2016;"POINT(4.8841679,52.3683745)";"POINT(52.3683745,4.8841679)";4.8841679;52.3683745;
460;"Trakkies";"start-up in Internet of Things technology";"Kantoor, bedrijf en winkel";2016;"POINT(4.8717439,52.3500144)";"POINT(52.3500144,4.8717439)";4.8717439;52.3500144;
461;"Global Dance Centre Amsterdam";"Dansschool";"Cultuur";2015;"POINT(4.956126,52.329457)";"POINT(52.329457,4.956126)";4.956126;52.329457;
463;"Blue Circle";"Mediaproducent";"Kantoor, bedrijf en winkel";2016;"POINT(4.9248092,52.3299948)";"POINT(52.3299948,4.9248092)";4.9248092;52.3299948;
464;"Posvideo";"Mediaproducent";"Kantoor, bedrijf en winkel";2016;"POINT(4.8409522,52.354634)";"POINT(52.354634,4.8409522)";4.8409522;52.354634;
465;"Van Vollenhoven en Co.";"Bierproeferij en Proeflokaal";"Horeca";2016;"POINT(4.9353402,52.3578841)";"POINT(52.3578841,4.9353402)";4.9353402;52.3578841;
466;"Dance for your Pole";"Dansstudio";"Kantoor, bedrijf en winkel";2016;"POINT(4.8696201,52.3818976)";"POINT(52.3818976,4.8696201)";4.8696201;52.3818976;
468;"De Kraanvogel";"Inloophuis voor mensen met kanker en hun naasten";"Maatschappelijk";2016;"POINT(4.9382198,52.3471953)";"POINT(52.3471953,4.9382198)";4.9382198;52.3471953;
470;"Qrash";"start-up last-minute tickets voor festivals";"Kantoor, bedrijf en winkel";2016;"POINT(4.9000041,52.3703772)";"POINT(52.3703772,4.9000041)";4.9000041;52.3703772;
471;"Corpus Company";"Praktijk voor fysiotherapie";"Sport";2016;"POINT(4.9465558,52.390988)";"POINT(52.390988,4.9465558)";4.9465558;52.390988;
473;"T&#039;s";"Theebar";"Kantoor, bedrijf en winkel";2016;"POINT(4.8537519,52.3706786)";"POINT(52.3706786,4.8537519)";4.8537519;52.3706786;
474;"Over huiswerkbegeleiding";"Huiswerkbegeleiding voor scholieren in het Middelbaar onderwijs";"Onderwijs";2016;"POINT(4.8495252,52.3603026)";"POINT(52.3603026,4.8495252)";4.8495252;52.3603026;
475;"Psychotherapie Reekers";"Specialistische zorg voor (aanstaande) ouders en jonge kinderen";"Maatschappelijk";2016;"POINT(4.9403551,52.3638465)";"POINT(52.3638465,4.9403551)";4.9403551;52.3638465;
476;"Story Collective";"Mediaproducent";"Kantoor, bedrijf en winkel";2016;"POINT(4.8897149,52.3845069)";"POINT(52.3845069,4.8897149)";4.8897149;52.3845069;
477;"IDTV";"Mediaproducent";"Kantoor, bedrijf en winkel";2016;"POINT(4.8388712,52.3444907)";"POINT(52.3444907,4.8388712)";4.8388712;52.3444907;
479;"Stichting OOPOEH";"Opa&#039;s en Oma&#039;s Passen Op Een Huisdier";"Kantoor, bedrijf en winkel";2016;"POINT(4.8900802,52.381108)";"POINT(52.381108,4.8900802)";4.8900802;52.381108;
480;"Bangsa Jawa";"Welzijnsvereniging";"Maatschappelijk";2011;"POINT(4.954839,52.2996947)";"POINT(52.2996947,4.954839)";4.954839;52.2996947;
481;"Akademie voor massage en beweging";"Opleiden massagetherapeuten";"Onderwijs";2016;"POINT(4.9153411,52.3897101)";"POINT(52.3897101,4.9153411)";4.9153411;52.3897101;
482;"Fuente Coffee";"Koffiebranderij en -proeverij";"Kantoor, bedrijf en winkel";2016;"POINT(4.917835,52.3269469)";"POINT(52.3269469,4.917835)";4.917835;52.3269469;
483;"Bord & Stift";"Teksten, tekeningen, filmen en editen";"Kantoor, bedrijf en winkel";2016;"POINT(4.859792,52.3762747)";"POINT(52.3762747,4.859792)";4.859792;52.3762747;
485;"Klederdracht Museum ";"Klederdracht Museum";"Cultuur";2016;"POINT(4.887644,52.3674246)";"POINT(52.3674246,4.887644)";4.887644;52.3674246;
486;"YogaFest International";"Yoga studio";"Kantoor, bedrijf en winkel";2016;"POINT(4.8753059,52.3861014)";"POINT(52.3861014,4.8753059)";4.8753059;52.3861014;
487;"Cliëntenbelang Amsterdam";"Regionaal platform voor zorggebruikers";"Kantoor, bedrijf en winkel";2016;"POINT(4.9260108,52.3719489)";"POINT(52.3719489,4.9260108)";4.9260108;52.3719489;
488;"Breekjaar Amsterdam";"Workshops en trainingen voor jongeren";"Onderwijs";2016;"POINT(4.8466818,52.3833052)";"POINT(52.3833052,4.8466818)";4.8466818;52.3833052;
489;"Respijthuis";"Logeerhuis";"Maatschappelijk";2016;"POINT(4.91378,52.3889052)";"POINT(52.3889052,4.91378)";4.91378;52.3889052;
490;"Ecole Dandoy";"Franse taallessen";"Cultuur";2016;"POINT(4.9032438,52.3638274)";"POINT(52.3638274,4.9032438)";4.9032438;52.3638274;
491;"Anda Boxing Club";"Bokslessen";"Sport";2016;"POINT(4.9080179,52.3949362)";"POINT(52.3949362,4.9080179)";4.9080179;52.3949362;
492;"BAUT & Dreesman";"Pop-up restaurant";"Horeca";2016;"POINT(4.892904,52.3676383)";"POINT(52.3676383,4.892904)";4.892904;52.3676383;
493;"Scopic";"";"Kantoor, bedrijf en winkel";2008;"POINT(4.9327161,52.3380477)";"POINT(52.3380477,4.9327161)";4.9327161;52.3380477;
494;"Scopic";"Mediaproducent";"Kantoor, bedrijf en winkel";2016;"POINT(4.932759,52.3379599)";"POINT(52.3379599,4.932759)";4.932759;52.3379599;
495;"Dansacademie Marthas";"Dansopleiding";"Onderwijs";2015;"POINT(4.8851659,52.3627669)";"POINT(52.3627669,4.8851659)";4.8851659;52.3627669;
496;"Pepe Heykoop & Tiny Miracles Foundation";"Sociale onderneming";"Kantoor, bedrijf en winkel";2016;"POINT(4.927438,52.3845717)";"POINT(52.3845717,4.927438)";4.927438;52.3845717;
497;"Muizenhuis";"Expositie";"Cultuur";2015;"POINT(4.9084051,52.3757941)";"POINT(52.3757941,4.9084051)";4.9084051;52.3757941;
498;"Buurtzorg Westerpark";"Thuiszorgorganisatie";"Kantoor, bedrijf en winkel";2016;"POINT(4.8877618,52.3904502)";"POINT(52.3904502,4.8877618)";4.8877618;52.3904502;
499;"Sound Studio 10";"Opnamestudio en repetitieruimtes";"Cultuur";2014;"POINT(4.921901,52.4114195)";"POINT(52.4114195,4.921901)";4.921901;52.4114195;
500;"Idéfix";"Van idee naar plan";"Kantoor, bedrijf en winkel";2016;"POINT(4.8793032,52.3741843)";"POINT(52.3741843,4.8793032)";4.8793032;52.3741843;
502;"Sunny Art";"Atelier/galerie";"Kantoor, bedrijf en winkel";2016;"POINT(4.7973659,52.2716605)";"POINT(52.2716605,4.7973659)";4.7973659;52.2716605;
503;"Fysiotherapie De Nieuwe Keizers";"Fysiotherapie";"Maatschappelijk";2016;"POINT(4.906944,52.3657233)";"POINT(52.3657233,4.906944)";4.906944;52.3657233;
504;"Vlijt & IJver";"Indoor slagkooi voor honkbal/softbal";"Sport";2016;"POINT(4.7523048,52.3537184)";"POINT(52.3537184,4.7523048)";4.7523048;52.3537184;
506;"Roetz Bikes";"Handgemaakte fietsen";"Kantoor en bedrijf";2016;"POINT(4.9217055,52.3837701)";"POINT(52.3837701,4.9217055)";4.9217055;52.3837701;
507;"Bokstherapie";"Therapie gericht op emoties, boosheid, weerbaarheid";"Kantoor, bedrijf en winkel";2016;"POINT(4.9013159,52.3411185)";"POINT(52.3411185,4.9013159)";4.9013159;52.3411185;
509;"Praktijk voor Manuele Therapie H. Steltenpool";"Manuele therapie";"Maatschappelijk";2016;"POINT(4.88258,52.3526351)";"POINT(52.3526351,4.88258)";4.88258;52.3526351;
510;"Mooie Boules Bar";"Pop-up jeu de boules bar";"Horeca";2016;"POINT(4.872967,52.3872115)";"POINT(52.3872115,4.872967)";4.872967;52.3872115;
511;"Mobile Docters";"2-daags congres Hackathon MS";"Maatschappelijk";2016;"POINT(4.8289468,52.3430411)";"POINT(52.3430411,4.8289468)";4.8289468;52.3430411;
513;"Zangschool Amsterdam";"Zanglessen en -workshops";"Kantoor, bedrijf en winkel";2016;"POINT(4.8591912,52.3643958)";"POINT(52.3643958,4.8591912)";4.8591912;52.3643958;
514;"Ambachtelijke Houtbewerking";"Meubelmakerij";"Kantoor, bedrijf en winkel";2016;"POINT(4.8964202,52.4009711)";"POINT(52.4009711,4.8964202)";4.8964202;52.4009711;
515;"The Amsterdam Boathouse";"Opslag en reparatie boten";"Kantoor, bedrijf en winkel";2016;"POINT(4.8508341,52.4227301)";"POINT(52.4227301,4.8508341)";4.8508341;52.4227301;
518;"Amsterdam Inbouw";"bedrijfswageninrichting en signalering";"Kantoor, bedrijf en winkel";2016;"POINT(4.8563378,52.3906218)";"POINT(52.3906218,4.8563378)";4.8563378;52.3906218;
520;"Medical Booking";"Ontwerp van webdiensten en -produkten";"Kantoor, bedrijf en winkel";2016;"POINT(4.8957398,52.3749625)";"POINT(52.3749625,4.8957398)";4.8957398;52.3749625;
521;"BuitenLeven";"Studioverhuur";"Kantoor, bedrijf en winkel";2016;"POINT(6.8571899,52.6955992)";"POINT(52.6955992,6.8571899)";6.8571899;52.6955992;
522;"Jungle Amsterdam";"Cultureel centrum";"Cultuur";2016;"POINT(4.92645,52.3618437)";"POINT(52.3618437,4.92645)";4.92645;52.3618437;
523;"Amsterdam International Community School";"Onderwijs";"Onderwijs";2016;"POINT(4.8771188,52.3324095)";"POINT(52.3324095,4.8771188)";4.8771188;52.3324095;
525;"Japanse meubelwinkel";"Japanse meubelwinkel";"Detailhandel";2016;"POINT(4.8759611,52.3736998)";"POINT(52.3736998,4.8759611)";4.8759611;52.3736998;
529;"Rederij Kees";"Stadslogistiek";"Maatschappelijk";2016;"POINT(4.864867,52.3952872)";"POINT(52.3952872,4.864867)";4.864867;52.3952872;
532;"Aziz";"Ontwerpatelier";"Kantoor, bedrijf en winkel";2016;"POINT(4.878514,52.3195044)";"POINT(52.3195044,4.878514)";4.878514;52.3195044;
533;"Circus Treurdier";"Theatergezelschap";"Cultuur";2012;"POINT(4.8689711,52.3625495)";"POINT(52.3625495,4.8689711)";4.8689711;52.3625495;
534;"Silbersee";"Repetitieruimte";"Cultuur";2016;"POINT(4.9128249,52.3782126)";"POINT(52.3782126,4.9128249)";4.9128249;52.3782126;
535;"Baut";"pop-up restaurant";"Horeca";2016;"POINT(4.8760998,52.3416983)";"POINT(52.3416983,4.8760998)";4.8760998;52.3416983;
536;"Sturm und Drank";"pop-up bar";"Horeca";2016;"POINT(4.898277,52.3755347)";"POINT(52.3755347,4.898277)";4.898277;52.3755347;
537;"Happietaria Amsterdam";"pop-up restaurant";"Horeca";2016;"POINT(4.8738902,52.3733451)";"POINT(52.3733451,4.8738902)";4.8738902;52.3733451;
538;"Mirck Architecture";"Architectenbureau";"Kantoor, bedrijf en winkel";2016;"POINT(4.9468892,52.3720862)";"POINT(52.3720862,4.9468892)";4.9468892;52.3720862;
539;"THNK";"School voor creatief leiderschap";"Kantoor, bedrijf en winkel";2016;"POINT(4.8843458,52.3716704)";"POINT(52.3716704,4.8843458)";4.8843458;52.3716704;
541;"Vereniging Amsterdam Roller Derby Dames ";"Rolschaatshal";"Sport";2016;"POINT(4.777148,52.336373)";"POINT(52.336373,4.777148)";4.777148;52.336373;
542;"Fest Amsterdam";"Design meubels en woonaccessoires";"Detailhandel";2016;"POINT(4.9024508,52.3538672)";"POINT(52.3538672,4.9024508)";4.9024508;52.3538672;
544;"Zeppa";"Grafisch ontwerpbureau";"Kantoor, bedrijf en winkel";2016;"POINT(4.9028962,52.3842703)";"POINT(52.3842703,4.9028962)";4.9028962;52.3842703;
545;"Oedipus Brewing";"Bierbrouwerij en -proeverij";"Kantoor, bedrijf en winkel";2015;"POINT(4.9212849,52.3836676)";"POINT(52.3836676,4.9212849)";4.9212849;52.3836676;
546;"Het muizenhuis";"pop-up expo";"Cultuur";2016;"POINT(4.90745,52.3559538)";"POINT(52.3559538,4.90745)";4.90745;52.3559538;
548;"Grachtenfestival";"Podiumkunsten";"Cultuur";2016;"POINT(4.897794,52.3704039)";"POINT(52.3704039,4.897794)";4.897794;52.3704039;
549;"Dinnerwheel";"Reuzenrad";"Leisure in- en outdoor";2016;"POINT(4.280607,52.1170355)";"POINT(52.1170355,4.280607)";4.280607;52.1170355;
550;"Turks consulaat";"Consulaat van Turkije in Amsterdam";"Kantoor, bedrijf en winkel";2016;"POINT(4.8822911,52.3565222)";"POINT(52.3565222,4.8822911)";4.8822911;52.3565222;
552;"GrowX";"Stadstuinbouw";"Kantoor, bedrijf en winkel";2016;"POINT(4.9346149,52.3093192)";"POINT(52.3093192,4.9346149)";4.9346149;52.3093192;
553;"Geef Café";"Sociale horecaonderneming";"Horeca";2016;"POINT(4.8855202,52.3815466)";"POINT(52.3815466,4.8855202)";4.8855202;52.3815466;
554;"Theatervoorstelling &#096;Vloeken in de Kerk&#096;";"Theatervoorstelling";"Cultuur";2016;"POINT(4.8880732,52.4149405)";"POINT(52.4149405,4.8880732)";4.8880732;52.4149405;
555;"Bridge Building/Ocean Hub";"Verzamelgebouw voor zeebeschermingswerk";"Kantoor, bedrijf en winkel";2016;"POINT(4.4181402,51.9130904)";"POINT(51.9130904,4.4181402)";4.4181402;51.9130904;
556;"";"";"Cultuur";2008;"POINT(4.9357312,52.3577658)";"POINT(52.3577658,4.9357312)";4.9357312;52.3577658;
557;"The Gardeners";"pop-up winkel";"Detailhandel";2016;"POINT(4.891453,52.3557631)";"POINT(52.3557631,4.891453)";4.891453;52.3557631;
558;"Brouwerij Woest";"Bierbrouwerij";"Kantoor, bedrijf en winkel";2016;"POINT(4.8521321,52.3924986)";"POINT(52.3924986,4.8521321)";4.8521321;52.3924986;
559;"The Impact Hub";"Incubator (inter)nationale sociale ondernemingen";"Kantoor, bedrijf en winkel";2016;"POINT(4.920335,52.3627783)";"POINT(52.3627783,4.920335)";4.920335;52.3627783;
561;"Greenhost";"Duurzame webhosting";"Kantoor, bedrijf en winkel";2016;"POINT(4.9047029,52.3955847)";"POINT(52.3955847,4.9047029)";4.9047029;52.3955847;
562;"Sungevity";"Zonnepanelen en -systemen";"Kantoor, bedrijf en winkel";2016;"POINT(4.9197771,52.3839423)";"POINT(52.3839423,4.9197771)";4.9197771;52.3839423;
563;"Waarmakers";"Ontwerpatelier";"Kantoor, bedrijf en winkel";2016;"POINT(4.9250448,52.3371932)";"POINT(52.3371932,4.9250448)";4.9250448;52.3371932;
564;"Skatemates";"Skatepark";"Sport";2016;"POINT(4.9594738,52.3739134)";"POINT(52.3739134,4.9594738)";4.9594738;52.3739134;
565;"Kinderdagverblijf Tinteltuin";"Kinderdagverblijf";"Kantoor, bedrijf en winkel";2016;"POINT(4.9077389,52.4047171)";"POINT(52.4047171,4.9077389)";4.9077389;52.4047171;
566;"Stichting Eetcafé Van de Kook";"Sociale ontmoetingsplaats en werkervaringsproject";"Horeca";2017;"POINT(4.8948448,52.3530776)";"POINT(52.3530776,4.8948448)";4.8948448;52.3530776;
567;"De Appel";"Curatorprogramma en archief";"Cultuur";2017;"POINT(4.8367259,52.3573538)";"POINT(52.3573538,4.8367259)";4.8367259;52.3573538;
568;"De Appel ";"Tentoonstelling";"Cultuur";2017;"POINT(4.881098,52.37275)";"POINT(52.37275,4.881098)";4.881098;52.37275;
570;"Praktijk voor psychotherapie en psychiatrie";"Praktijk voor psychotherapie en psychiatrie";"Maatschappelijk";2017;"POINT(4.905033,52.348894)";"POINT(52.348894,4.905033)";4.905033;52.348894;
571;"Beterburen";"Buurtbemiddeling";"Kantoor, bedrijf en winkel";2017;"POINT(4.8987458,52.3476454)";"POINT(52.3476454,4.8987458)";4.8987458;52.3476454;
572;"Studio Steim";"Muziekstudio, tentoonstellingen, debatten en workshops";"Cultuur";2017;"POINT(4.8374979,52.35698)";"POINT(52.35698,4.8374979)";4.8374979;52.35698;
573;"Hornbach";"Bouwmarkt";"Kantoor, bedrijf en winkel";2017;"POINT(4.7981337,52.3915643)";"POINT(52.3915643,4.7981337)";4.7981337;52.3915643;
574;"Stichting Cargo in Context";"Podiumkunsten met maatschappelijke thema´s";"Cultuur";2016;"POINT(4.8812759,52.3969847)";"POINT(52.3969847,4.8812759)";4.8812759;52.3969847;
575;"Yumler";"Restaurant";"Horeca";2017;"POINT(4.8357971,52.3697631)";"POINT(52.3697631,4.8357971)";4.8357971;52.3697631;
576;"Maison Tonale";"Bandrepetities";"Cultuur";2017;"POINT(4.908828,52.3947112)";"POINT(52.3947112,4.908828)";4.908828;52.3947112;
578;"Walima Catering";"Catering";"Horeca";2017;"POINT(5.3882458,52.158322)";"POINT(52.158322,5.3882458)";5.3882458;52.158322;
581;"Elleboog";"Opslag en Kantoor";"Kantoor, bedrijf en winkel";2017;"POINT(4.8017428,52.4048583)";"POINT(52.4048583,4.8017428)";4.8017428;52.4048583;
582;"Circus Treurdier";"Theatervoorstelling ´Night of the Problems´";"Cultuur";2017;"POINT(4.838237,52.3573691)";"POINT(52.3573691,4.838237)";4.838237;52.3573691;
583;"Elleboog";"Circuscursussen";"Cultuur";2017;"POINT(4.8552701,52.3732878)";"POINT(52.3732878,4.8552701)";4.8552701;52.3732878;
584;"Elleboog";"Circuscursussen ";"Cultuur";2017;"POINT(4.960284,52.3146025)";"POINT(52.3146025,4.960284)";4.960284;52.3146025;
585;"Kitchen Republic";"Food Business Incubator";"Maatschappelijk";2016;"POINT(4.8658912,52.3937651)";"POINT(52.3937651,4.8658912)";4.8658912;52.3937651;
586;"Bord en Stift";"Multimediadesign";"Kantoor, bedrijf en winkel";2017;"POINT(4.8941829,52.3794219)";"POINT(52.3794219,4.8941829)";4.8941829;52.3794219;
